#	Temperatur 7 (°C)	Temperatur 8 (°C)
583	39.51	35.94
584	39.41	35.94
585	39.31	35.94
586	39.22	35.94
587	39.13	35.94
588	39.05	35.93
589	38.97	35.93
590	38.89	35.92
591	38.81	35.92
592	38.74	35.91
593	38.67	35.91
594	38.60	35.89
595	38.53	35.89
596	38.47	35.87
597	38.41	35.86
598	38.35	35.85
599	38.29	35.84
600	38.24	35.83
601	38.18	35.82
602	38.13	35.81
603	38.09	35.79
604	38.04	35.78
605	38.02	35.77
606	38.04	35.75
607	38.10	35.74
608	38.18	35.73
609	38.29	35.71
610	38.42	35.70
611	38.57	35.69
612	38.73	35.67
613	38.90	35.66
614	39.07	35.65
615	39.24	35.63
616	39.42	35.62
617	39.60	35.61
618	39.77	35.60
619	39.94	35.60
620	40.11	35.59
621	40.28	35.58
622	40.44	35.58
623	40.60	35.57
624	40.75	35.57
625	40.90	35.57
626	41.05	35.57
627	41.19	35.57
628	41.31	35.57
629	41.45	35.58
630	41.58	35.58
631	41.69	35.59
632	41.80	35.59
633	41.92	35.60
634	42.03	35.61
635	42.14	35.63
636	42.24	35.64
637	42.34	35.65
638	42.43	35.67
639	42.53	35.69
640	42.62	35.70
641	42.71	35.72
642	42.79	35.74
643	42.87	35.76
644	42.95	35.77
645	43.02	35.80
646	43.09	35.81
647	43.16	35.84
648	43.22	35.85
649	43.28	35.88
650	43.35	35.91
651	43.41	35.93
652	43.47	35.95
653	43.53	35.98
654	43.59	36.00
655	43.62	36.03
656	43.63	36.05
657	43.60	36.08
658	43.54	36.10
659	43.46	36.13
660	43.36	36.16
661	43.23	36.18
662	43.09	36.20
663	42.94	36.23
664	42.79	36.24
665	42.64	36.27
666	42.48	36.29
667	42.32	36.32
668	42.16	36.34
669	42.00	36.36
670	41.85	36.38
671	41.70	36.39
672	41.55	36.41
673	41.41	36.43
674	41.26	36.44
675	41.12	36.45
676	40.99	36.46
677	40.86	36.47
678	40.73	36.48
679	40.62	36.49
680	40.49	36.50
681	40.39	36.50
682	40.28	36.50
683	40.17	36.51
684	40.07	36.51
685	39.97	36.51
686	39.87	36.50
687	39.78	36.50
688	39.70	36.50
689	39.61	36.49
690	39.53	36.49
691	39.45	36.48
692	39.38	36.47
693	39.30	36.47
694	39.24	36.46
695	39.16	36.45
696	39.10	36.43
697	39.03	36.43
698	38.97	36.42
699	38.92	36.40
700	38.86	36.39
701	38.81	36.38
